940,144578,5,16
219,92206,5,6
336,90972,5,12
741,120519,5,13
473,22456,5,18
983,109,5,12
518,68844,5,8
940,8193,5,13
53,64125,5,5
136,168553,5,12
983,168988,5,12
6,125736,5,5
940,54380,5,15
336,50959,5,8
106,108409,5,11
970,54625,5,15
238,117056,5,10
727,47111,5,12
617,56682,5,14
222,170737,5,11
358,93636,5,15
604,132573,5,8
819,170737,5,17
476,157362,5,8
700,78658,5,13
35,38827,5,14
476,13472,5,8
645,111933,5,13
49,166656,5,14
920,64686,5,18
910,68071,5,12
681,164450,5,13
793,136960,5,11
94,133892,5,10
942,24934,5,15
337,90335,5,10
813,118949,5,14
71,65494,5,13
476,13472,5,10
422,39332,5,6
834,92487,5,10
517,164396,5,11
71,168553,5,12
106,91302,5,13
983,24491,5,10
643,69135,5,12
720,105396,5,8
793,14917,5,14
457,41916,5,6
681,42513,5,12
472,116963,5,11
983,92233,5,11
7,111933,5,8
238,45108,5,8
580,120723,5,13
970,168570,5,15
7,32195,5,11
377,92487,5,14
107,56222,5,11
604,110775,5,9
281,92992,5,7
983,78585,5,11
325,17866,5,15
983,39784,5,11
377,92487,5,13
347,79450,5,11
572,45130,5,10
940,100423,5,14
983,45108,5,11
868,68071,5,11
106,92206,5,9
17,134366,5,14
449,166656,5,16
604,68370,5,11
71,11970,5,12
671,115050,5,15
885,159591,5,12
819,122991,5,7
377,58122,5,11
983,24047,5,11
422,22487,5,14
681,75969,5,10
71,4933,5,12
208,18138,5,8
213,18959,5,14
67,158136,5,11
39,55825,5,7
604,55859,5,12
111,91397,5,11
944,165488,5,11
111,38140,5,15
681,119989,5,11
484,73213,5,13
681,165331,5,14
325,77959,5,17
441,96908,5,12
518,156434,5,13
983,55142,5,12
736,67652,5,14
347,16768,5,8
852,172929,5,15
489,97996,5,11
39,104917,5,8
121,496,5,15
77,149608,5,11
106,95860,5,11
535,67652,5,13
783,84283,5,11
403,56682,5,7
476,118740,5,7
441,167746,5,11
121,168570,5,15
760,8193,5,13
377,76017,5,15
755,28715,5,17
868,114471,5,10
453,48395,5,11
351,136831,5,14
604,37640,5,9
71,40889,5,11
604,155236,5,10
580,127938,5,10
325,87,5,10
758,81830,5,9
819,135983,5,12
604,37640,5,11
304,142846,5,16
18,84777,5,11
29,54625,5,15
754,149654,5,13
377,65110,5,9
712,99566,5,12
741,59761,5,15
604,78867,5,10
983,18621,5,10
320,164387,5,14
275,137030,5,8
760,169458,5,12
637,139764,5,10
940,86801,5,15
143,40305,5,14
983,40596,5,10
940,110099,5,11
942,1096,5,11
395,145688,5,12
77,43634,5,11
783,97996,5,8
919,43515,5,11
175,95162,5,12
71,119083,5,10
106,110432,5,11
582,79576,5,6
783,122575,5,7
436,67652,5,13
580,52456,5,9
279,83171,5,11
604,71582,5,8
149,128466,5,14
66,115518,5,18
736,29800,5,14
392,161628,5,11
459,61311,5,9
518,132502,5,15
446,160168,5,8
471,95029,5,10
681,146312,5,12
281,68071,5,11
580,142575,5,11
500,43515,5,12
662,58213,5,12
983,144968,5,11
741,141404,5,18
281,68071,5,10
