940,144578,5,1
219,92206,5,1
336,90972,5,1
741,120519,5,1
473,22456,5,1
983,109,5,1
518,68844,5,1
940,8193,5,1
53,64125,5,1
136,168553,5,1
983,168988,5,1
6,125736,5,1
940,54380,5,1
336,50959,5,1
106,108409,5,1
970,54625,5,1
238,117056,5,1
727,47111,5,1
617,56682,5,1
222,170737,5,1
358,93636,5,1
604,132573,5,1
819,170737,5,1
476,157362,5,1
700,78658,5,1
35,38827,5,1
476,13472,5,1
645,111933,5,1
49,166656,5,1
920,64686,5,1
910,68071,5,1
681,164450,5,1
793,136960,5,1
94,133892,5,1
942,24934,5,1
337,90335,5,1
813,118949,5,1
71,65494,5,1
476,13472,5,1
422,39332,5,1
834,92487,5,1
517,164396,5,1
71,168553,5,1
106,91302,5,1
983,24491,5,1
643,69135,5,1
720,105396,5,1
793,14917,5,1
457,41916,5,1
681,42513,5,1
472,116963,5,1
983,92233,5,1
7,111933,5,1
238,45108,5,1
580,120723,5,1
970,168570,5,1
7,32195,5,1
377,92487,5,1
107,56222,5,1
604,110775,5,1
281,92992,5,1
983,78585,5,1
325,17866,5,1
983,39784,5,1
377,92487,5,1
347,79450,5,1
572,45130,5,1
940,100423,5,1
983,45108,5,1
868,68071,5,1
106,92206,5,1
17,134366,5,1
449,166656,5,1
604,68370,5,1
71,11970,5,1
671,115050,5,1
885,159591,5,1
819,122991,5,1
377,58122,5,1
983,24047,5,1
422,22487,5,1
681,75969,5,1
71,4933,5,1
208,18138,5,1
213,18959,5,1
67,158136,5,1
39,55825,5,1
604,55859,5,1
111,91397,5,1
944,165488,5,1
111,38140,5,1
681,119989,5,1
484,73213,5,1
681,165331,5,1
325,77959,5,1
441,96908,5,1
518,156434,5,1
983,55142,5,1
736,67652,5,1
347,16768,5,1
852,172929,5,1
489,97996,5,1
39,104917,5,1
121,496,5,1
77,149608,5,1
106,95860,5,1
535,67652,5,1
783,84283,5,1
403,56682,5,1
476,118740,5,1
441,167746,5,1
121,168570,5,1
760,8193,5,1
377,76017,5,1
755,28715,5,1
868,114471,5,1
453,48395,5,1
351,136831,5,1
604,37640,5,1
71,40889,5,1
604,155236,5,1
580,127938,5,1
325,87,5,1
758,81830,5,1
819,135983,5,1
604,37640,5,1
304,142846,5,1
18,84777,5,1
29,54625,5,1
754,149654,5,1
377,65110,5,1
712,99566,5,1
741,59761,5,1
604,78867,5,1
983,18621,5,1
320,164387,5,1
275,137030,5,1
760,169458,5,1
637,139764,5,1
940,86801,5,1
143,40305,5,1
983,40596,5,1
940,110099,5,1
942,1096,5,1
395,145688,5,1
77,43634,5,1
783,97996,5,1
919,43515,5,1
175,95162,5,1
71,119083,5,1
106,110432,5,1
582,79576,5,1
783,122575,5,1
436,67652,5,1
580,52456,5,1
279,83171,5,1
604,71582,5,1
149,128466,5,1
66,115518,5,1
736,29800,5,1
392,161628,5,1
459,61311,5,1
518,132502,5,1
446,160168,5,1
471,95029,5,1
681,146312,5,1
281,68071,5,1
580,142575,5,1
500,43515,5,1
662,58213,5,1
983,144968,5,1
741,141404,5,1
281,68071,5,1
643,31793,5,1
940,152144,5,1
910,161235,5,1
219,21537,5,1
902,113430,5,1
210,56851,5,1
38,99971,5,1
681,51317,5,1
320,159853,5,1
722,21913,5,1
347,89158,5,1
123,10605,5,1
819,28540,5,1
983,132456,5,1
681,119989,5,1
722,39542,5,1
604,110775,5,1
983,133992,5,1
868,158136,5,1
819,100213,5,1
983,78841,5,1
325,91165,5,1
343,44104,5,1
336,112713,5,1
902,165331,5,1
983,45108,5,1
703,104917,5,1
111,38140,5,1
940,70163,5,1
902,72750,5,1
304,104917,5,1
645,8632,5,1
518,104917,5,1
942,105303,5,1
282,18163,5,1
983,113302,5,1
320,94569,5,1
121,29775,5,1
700,35688,5,1
325,75617,5,1
316,162087,5,1
876,23821,5,1
77,168133,5,1
868,111836,5,1
919,114471,5,1
940,109528,5,1
885,75897,5,1
863,39784,5,1
868,16768,5,1
316,114199,5,1
94,136256,5,1
700,35688,5,1
77,14060,5,1
604,37640,5,1
441,45807,5,1
764,100423,5,1
970,96419,5,1
66,138443,5,1
648,17949,5,1
316,29211,5,1
736,22000,5,1
325,119989,5,1
71,5075,5,1
580,12753,5,1
282,142215,5,1
446,93329,5,1
890,55825,5,1
377,154885,5,1
671,95454,5,1
282,23178,5,1
917,92992,5,1
347,116838,5,1
518,114251,5,1
395,32756,5,1
436,155275,5,1
643,158136,5,1
366,38827,5,1
356,135292,5,1
648,56704,5,1
940,67652,5,1
604,123334,5,1
662,75617,5,1
151,55825,5,1
638,18138,5,1
195,153158,5,1
867,39246,5,1
71,2238,5,1
377,163841,5,1
851,160742,5,1
983,23846,5,1
106,91302,5,1
983,70238,5,1
94,136256,5,1
681,104917,5,1
325,56948,5,1
66,89067,5,1
983,38873,5,1
983,63935,5,1
473,57244,5,1
681,74791,5,1
143,140005,5,1
216,150593,5,1
49,169457,5,1
336,163857,5,1
546,35494,5,1
210,4505,5,1
143,56653,5,1
515,163841,5,1
681,111933,5,1
671,95454,5,1
77,154834,5,1
764,169458,5,1
337,151728,5,1
984,108487,5,1
408,153299,5,1
788,133992,5,1
377,87391,5,1
347,108298,5,1
867,78006,5,1
851,38651,5,1
983,109,5,1
211,38827,5,1
377,139443,5,1
377,158136,5,1
337,151728,5,1
851,80470,5,1
604,18621,5,1
868,167681,5,1
106,156348,5,1
793,133992,5,1
71,102471,5,1
643,161235,5,1
890,136130,5,1
920,32269,5,1
414,146167,5,1
250,25057,5,1
983,108068,5,1
219,170799,5,1
143,18708,5,1
77,1138,5,1
783,127136,5,1
625,35630,5,1
604,40596,5,1
727,40646,5,1
940,79829,5,1
758,91345,5,1
940,46689,5,1
703,57244,5,1
484,145688,5,1
60,5546,5,1
161,119487,5,1
77,89715,5,1
325,87,5,1
940,86356,5,1
449,55825,5,1
926,130813,5,1
282,169457,5,1
555,37489,5,1
983,5075,5,1
783,84283,5,1
222,90996,5,1
428,81379,5,1
316,25295,5,1
976,95860,5,1
175,163,5,1
819,55825,5,1
940,90874,5,1
700,63392,5,1
238,21539,5,1
347,16768,5,1
304,69367,5,1
312,153158,5,1
316,105953,5,1
983,168553,5,1
962,80445,5,1
441,132743,5,1
643,130900,5,1
826,71582,5,1
351,158136,5,1
983,113302,5,1
473,76142,5,1
143,44104,5,1
942,123781,5,1
106,58122,5,1
336,24946,5,1
983,71458,5,1
325,57074,5,1
910,169858,5,1
106,55825,5,1
919,143423,5,1
940,110099,5,1
392,98077,5,1
316,114199,5,1
121,29775,5,1
77,107740,5,1
681,1138,5,1
681,40189,5,1
325,88029,5,1
143,57244,5,1
983,71458,5,1
375,74791,5,1
111,95454,5,1
347,110286,5,1
580,138156,5,1
926,130813,5,1
885,43248,5,1
983,3213,5,1
395,56423,5,1
290,83802,5,1
976,51409,5,1
500,9174,5,1
77,154834,5,1
347,108298,5,1
208,17866,5,1
605,146167,5,1
282,15047,5,1
473,90611,5,1
962,8695,5,1
238,40596,5,1
282,146973,5,1
572,101550,5,1
307,163,5,1
553,101331,5,1
783,98480,5,1
851,147352,5,1
271,67506,5,1
983,113302,5,1
377,35019,5,1
983,100809,5,1
969,16144,5,1
940,121014,5,1
121,78867,5,1
159,132573,5,1
984,39542,5,1
983,23797,5,1
325,17866,5,1
106,154885,5,1
919,120654,5,1
969,16144,5,1
868,40305,5,1
764,68071,5,1
664,19971,5,1
604,166216,5,1
282,113405,5,1
175,97996,5,1
940,86356,5,1
681,68497,5,1
942,116584,5,1
664,62474,5,1
476,13472,5,1
604,155236,5,1
645,133375,5,1
681,28327,5,1
662,75617,5,1
238,17170,5,1
722,108412,5,1
720,91748,5,1
940,77881,5,1
580,67652,5,1
124,67652,5,1
605,97996,5,1
71,14200,5,1
664,62474,5,1
71,52558,5,1
106,91302,5,1
604,40596,5,1
71,134160,5,1
336,67304,5,1
940,54648,5,1
984,51989,5,1
213,99177,5,1
325,96419,5,1
868,35630,5,1
983,164396,5,1
937,98792,5,1
546,14455,5,1
923,13890,5,1
79,86188,5,1
662,25578,5,1
71,134160,5,1
604,5793,5,1
681,80802,5,1
485,79576,5,1
106,96908,5,1
662,10805,5,1
77,64125,5,1
652,64125,5,1
71,96470,5,1
940,68814,5,1
983,137418,5,1
49,102403,5,1
421,61604,5,1
983,136831,5,1
325,54609,5,1
161,130813,5,1
604,132573,5,1
106,52136,5,1
745,56704,5,1
868,113763,5,1
776,80203,5,1
826,114471,5,1
106,16144,5,1
983,14739,5,1
760,153581,5,1
325,46917,5,1
325,135983,5,1
566,25057,5,1
