742,59762,5,2
607,101091,5,22
255,137782,5,6
51,27011,5,13
339,63266,5,14
64,139620,5,23
909,21540,5,8
108,61312,5,1
891,93637,5,16
741,98263,5,10
607,171990,5,20
753,94961,5,17
61,117180,5,1
95,149597,5,11
418,65998,5,16
406,115868,5,13
150,162696,5,20
983,133993,5,5
370,55826,5,6
302,49940,5,9
48,102929,5,14
148,47818,5,21
214,103890,5,14
639,18139,5,6
626,113318,5,11
234,50697,5,1
467,165669,5,16
791,41917,5,14
990,136993,5,8
169,7496,5,1
230,5076,5,0
347,31867,5,0
291,166657,5,19
538,64974,5,18
938,98793,5,1
928,94048,5,9
981,8485,5,3
235,159484,5,16
356,41172,5,20
827,102209,5,9
922,134980,5,6
40,108594,5,22
797,40597,5,0
958,155237,5,11
55,154708,5,23
984,55860,5,5
20,38880,5,15
520,15749,5,0
954,40306,5,13
489,70630,5,17
142,39713,5,23
991,21540,5,8
676,93637,5,9
207,7449,5,15
433,169995,5,15
239,40597,5,4
182,170738,5,14
224,51605,5,11
527,92178,5,16
674,136131,5,15
720,158137,5,20
881,7520,5,14
158,89707,5,6
174,23964,5,6
634,61781,5,12
188,41305,5,0
162,153300,5,0
909,155861,5,20
376,11483,5,10
708,40890,5,10
12,150301,5,10
134,63705,5,19
303,19793,5,1
438,151226,5,16
304,40890,5,17
368,71583,5,0
649,17950,5,4
984,43516,5,14
927,130814,5,17
498,67653,5,20
739,14020,5,9
723,58727,5,16
683,77516,5,5
617,58542,5,6
644,136131,5,14
170,32322,5,19
2,84011,5,16
884,89952,5,20
970,16145,5,22
689,58727,5,0
253,96909,5,12
369,99397,5,11
616,25090,5,16
982,64040,5,19
426,55908,5,13
483,157948,5,23
64,31986,5,6
952,164397,5,15
991,61323,5,19
560,43899,5,8
342,102466,5,22
222,43516,5,3
701,133893,5,8
454,25597,5,13
801,7685,5,9
475,70089,5,14
370,29,5,10
177,113235,5,17
714,150510,5,17
583,79577,5,10
254,75618,5,16
470,74203,5,8
950,92481,5,4
912,169459,5,22
7,104227,5,3
487,80968,5,0
789,56683,5,20
925,40690,5,20
364,136832,5,22
935,60454,5,3
618,78287,5,18
221,133802,5,11
935,167951,5,2
290,61808,5,3
547,166821,5,8
317,29212,5,7
164,134042,5,10
415,146168,5,11
10,44359,5,20
189,33224,5,19
291,83803,5,21
298,70089,5,23
594,117358,5,10
924,13891,5,19
606,97997,5,22
367,31243,5,16
818,67653,5,0
199,78868,5,12
534,97997,5,14
558,90210,5,18
947,114472,5,23
381,23822,5,6
886,93330,5,6
483,108147,5,8
161,68142,5,23
644,5076,5,7
391,25516,5,16
573,101551,5,12
170,121737,5,9
193,141173,5,20
949,100834,5,21
312,59471,5,19
393,137967,5,3
739,164397,5,21
832,72868,5,1
935,136257,5,22
920,158137,5,20
108,14918,5,17
257,90151,5,16
163,134367,5,20
532,149655,5,23
87,167201,5,19
277,57245,5,16
810,72326,5,4
366,86987,5,13
299,38828,5,17
300,68815,5,8
